Country,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Equatorial Guinea,8.440999985,8.779000282,8.831000328,8.440999985,7.94299984,7.09100008,7.611000061,7.074999809,7.72300005,8.062999725,8.170999527,8.234999657,8.501999855,8.536000252,8.444999695,8.156999588,7.822000027,7.743000031,8.100000381,8.237999916,8.407999992,8.194000244,8.578000069,8.531999588,8.906999588,9.279000282,9.154999733,9.161999702
Greece,7.656000137,7.842999935,8.612999916,8.862999916,9.062000275,9.654999733,9.576999664,10.83899975,11.85299969,11.24800014,10.45600033,9.975000381,9.411999702,10.31099987,9.994000435,9.008000374,8.395999908,7.760000229,9.616000175,12.7130003,17.86499977,24.43899918,27.4659996,26.49099922,24.89699936,23.53899956,21.48800087,19.20700073
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,2.61500001,2.596999884,2.746999979,2.845999956,2.898000002,2.924999952,2.928999901,2.861999989,2.91899991,2.897000074,2.78399992,2.851000071,2.806999922,2.970999956,2.993999958,2.885999918,2.796000004,2.84100008,3.308000088,3.496999979,4.125999928,2.765000105,3.016000032,2.717000008,2.506000042,2.825999975,2.684000015,2.726999998
Guam,3.509000063,3.836999893,5.52699995,7.599999905,7.900000095,8.282999992,9.670000076,7.739999771,13.94999981,15.31999969,13.2130003,11.39000034,9.508999825,7.699999809,7,7.400000095,8.300000191,8.347999573,9.300000191,8.199999809,13.30000019,12.19999981,11.5,7.599999905,6.900000095,5.400000095,5.244999886,5.611999989
Guyana,11.94999981,11.89999962,12.23099995,12.46899986,12.29100037,12.21399975,11.97500038,11.83600044,12.06000042,11.85599995,11.75599957,11.81000042,11.76099968,11.57699966,11.08699989,10.69999981,10.47599983,10.47399998,11.39900017,11.65699959,11.74300003,11.93299961,12.28299999,12.36699963,12.55200005,12.3380003,12.11499977,12.15100002
High income,6.734254523,7.290734657,7.82897518,7.834299633,7.418924137,7.419454443,7.166337374,7.080542501,6.931382142,6.523238367,6.497891121,6.998882136,7.139930976,6.972686417,6.652686414,6.106303771,5.585627412,5.848892548,7.954685457,8.219971839,7.891494224,7.928652744,7.838202637,7.23240555,6.618371837,6.14713286,5.590578139,5.113993443
"Hong Kong SAR, China",1.799999952,1.960000038,1.960000038,1.899999976,3.220000029,2.829999924,2.220000029,4.579999924,6.25,4.920000076,5.090000153,7.28000021,7.860000134,6.739999771,5.579999924,4.769999981,4.010000229,3.559999943,5.260000229,4.309999943,3.420000076,3.289999962,3.400000095,3.299999952,3.319999933,3.390000105,3.089999914,2.778000116
Honduras,4.579999924,3.059999943,3.046999931,2.999000072,3.24000001,4.369999886,3.319999933,4.019999981,3.849999905,4.035999775,4,4.019999981,5.300000191,5.989999771,4.90899992,3.575000048,3.210999966,3.155999899,3.292000055,4.118999958,4.474999905,3.753999949,4.096000195,5.487999916,4.592000008,4.668000221,4.047999859,4.076000214
Heavily indebted poor countries (HIPC),4.685287321,4.676019213,4.899128839,4.899357584,4.952358989,4.957733329,4.943097381,4.913945473,5.194510103,5.182136723,5.12023657,5.162418008,5.139947648,4.980473954,4.840428311,4.571078125,4.312314129,4.215065175,4.571378193,4.732311047,4.577127444,4.349426299,4.211166776,4.0378289,4.05843137,4.03206389,3.873296351,3.889938894
Croatia,11.14000034,10.97200012,10.88399982,10.51000023,10.11100006,9.680000305,9.710000038,11.3920002,13.55900002,16.06399918,15.82199955,15.05300045,13.92399979,13.66399956,12.59799957,11.13000011,9.909000397,8.529999733,9.201999664,11.61999989,13.67800045,15.93500042,17.25099945,17.29000092,16.17499924,13.10299969,11.20800018,8.850000381
Haiti,6.822999954,6.938000202,7.120999813,7.21600008,7.18200016,7.052999973,7.18599987,7.106999874,7.199999809,8.338999748,9.552000046,11.00300026,12.15799999,13.53800011,14.87699986,15.81200027,16.79999924,15.93900013,16.23500061,15.64299965,14.9289999,14.10000038,14.14299965,13.91800022,13.72399998,13.64700031,13.40499973,13.52600002
Hungary,9.704999924,9.942000389,12.09799957,10.84700012,10.16800022,10.02200031,8.989999771,8.925000191,6.928999901,6.563000202,5.671000004,5.607999802,5.789999962,5.831999779,7.188000202,7.493999958,7.406000137,7.816999912,10.02999973,11.17199993,11.02900028,11.00300026,10.17599964,7.724999905,6.813000202,5.114999771,4.156000137,3.663000107
IBRD only,3.924094365,3.945091872,4.259654464,4.578387814,4.902435425,4.993133811,5.100086466,5.310540236,5.595357738,5.506462969,5.65295684,5.908042759,6.020936523,5.818260755,5.741763345,5.385682009,5.086285865,5.004883622,5.344823392,5.104190289,5.00714421,5.010275757,5.011890885,4.966338899,5.092478924,5.19379036,5.125447573,5.100421096
IDA & IBRD total,3.889017187,3.915157112,4.221456914,4.507927016,4.787670813,4.882815322,4.976246798,5.16381406,5.428219243,5.347545906,5.462408798,5.68516399,5.767439547,5.571730791,5.480117816,5.131621885,4.848659547,4.781492229,5.122387717,4.915565446,4.828373524,4.83274996,4.857572572,4.786447795,4.944998918,5.036573722,4.948764381,4.9246815
IDA total,3.71218134,3.765613719,4.032606332,4.163620753,4.233176089,4.35607655,4.392132282,4.479780566,4.65677278,4.62321976,4.604513114,4.693113018,4.653135357,4.498329716,4.352228393,4.051378843,3.850989734,3.857359347,4.216383405,4.161465815,4.124789612,4.144867699,4.269155242,4.111186025,4.401704866,4.467154298,4.322089456,4.313655879
IDA blend,3.35517318,3.511590012,3.858752328,4.174026951,4.286686299,4.593829727,4.629016195,4.826129522,4.838557805,4.607552649,4.487831665,4.426735325,4.261573047,4.016079771,3.788057098,3.504830084,3.186287794,3.158177719,3.462177805,3.564847781,3.533152586,3.813602463,4.302608414,4.08451357,5.00776933,5.248502992,5.016342826,4.98901812
Indonesia,2.539999962,2.670000076,3.282000065,3.63499999,3.99000001,4.369999886,4.679999828,5.460000038,6.300000191,6.077000141,6.081999779,6.604000092,6.657000065,7.302999973,7.945000172,7.551000118,8.06000042,7.209000111,6.105999947,5.613999844,5.152999878,4.467999935,4.335999966,4.048999786,4.513999939,4.301000118,4.184999943,4.300000191
IDA only,3.867235401,3.875817891,4.107638922,4.159123656,4.210262122,4.253832524,4.289742166,4.330105617,4.578082913,4.630026609,4.65508332,4.808502018,4.823286086,4.70833974,4.596992093,4.288663374,4.140691123,4.162627885,4.547519367,4.42471736,4.387036786,4.292538963,4.254174591,4.123135297,4.128214888,4.114823641,4.011329587,4.01195222
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,2.361000061,2.407999992,2.572999954,2.59100008,2.611000061,2.664999962,2.630000114,2.671000004,2.743999958,2.730999947,2.868000031,3.052000046,3.181999922,3.09800005,3.101999998,2.736999989,2.398999929,2.267999887,2.474999905,2.444000006,2.519000053,2.690000057,2.822999954,2.765000105,2.782000065,2.730000019,2.556999922,2.551000118
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,15.77499962,15.02999973,15.58699989,14.56999969,11.9829998,11.71700001,10.20300007,7.698999882,5.803999901,4.31799984,3.683000088,4.215000153,4.478000164,4.491000175,4.342000008,4.414999962,4.980000019,6.774000168,12.60900021,14.53299999,15.35299969,15.45300007,13.74499989,11.85599995,9.904000282,8.366000175,6.710000038,5.690999985
"Iran, Islamic Rep.",11.10000038,10.63300037,10.70499992,10.5,9.838999748,9.100000381,9.741000175,10.48900032,11.19900036,11.68000031,12.11699963,12.80000019,11.53899956,10.30000019,12.10000038,11.19999981,10.60000038,10.47999954,11.97000027,13.52000046,12.44999981,12.63000011,10.43999958,10.56999969,11.06000042,12.43000031,12.10000038,11.99499989
Iraq,10.34599972,9.19699955,9.529000282,9.574000359,9.534999847,9.614999771,9.480999947,9.512000084,9.569999695,9.329999924,9.392999649,9.559000015,9.680000305,9.715999603,9.420000076,9.06400013,8.649000168,8.18999958,8.812999725,8.583000183,8.194000244,7.965000153,8.020999908,7.925000191,8.079000473,8.093000412,7.890999794,7.927999973
Iceland,2.548000097,4.304999828,5.256999969,5.326000214,5.196000099,3.599999905,3.720000029,3.069000006,2.177999973,1.93599999,1.873999953,2.987999916,3.996999979,4.031000137,2.546999931,2.829999924,2.250999928,2.946000099,7.21999979,7.56400013,7.027999878,6,5.375999928,4.896999836,3.979000092,2.977999926,2.742000103,2.917999983
Israel,13.38700008,14.07999992,12.74100018,9.934000015,8.781999588,8.454999924,9.751000404,10.7489996,11.18299961,11.10200024,11.81200027,12.88799953,13.50500011,13.02900028,11.34200001,10.70699978,9.37899971,7.703999996,9.534000397,8.479999542,7.138999939,6.856999874,6.208000183,5.889999866,5.250999928,4.797999859,4.215000153,3.950000048
Italy,10.10200024,9.328000069,10.23999977,11.09300041,11.66899967,11.8739996,11.9989996,12.11900043,11.68999958,10.84200001,9.595000267,9.206999779,8.866000175,7.866000175,7.730999947,6.77699995,6.074999809,6.72300005,7.749000072,8.362999916,8.359000206,10.65499973,12.14900017,12.68299961,11.89599991,11.68799973,11.21100044,10.20499992
Jamaica,15.73999977,15.39999962,16.31999969,15.34000015,16.22999954,16.01000023,16.35000038,15.5,15.73999977,15.53899956,14.93000031,14.19099998,11.73999977,11.43999958,11.26299953,10.32499981,9.744999886,10.32999992,11.36200047,12.36600018,12.69999981,13.93000031,15.2510004,13.73999977,13.51099968,13.19200039,11.6590004,9.444999695
Jordan,19.4810009,19.53100014,19.70000076,17.17099953,14.60000038,13.69999981,13.82199955,13.80200005,13.87899971,13.69999981,14.69999981,15.30000019,14.5,14.69499969,14.80000019,14,13.10000038,12.69999981,12.89999962,12.5,12.89999962,12.19999981,12.60000038,11.89999962,13.07499981,15.27499962,14.87899971,15.02499962
Japan,2.099999905,2.200000048,2.5,2.900000095,3.200000048,3.400000095,3.400000095,4.099999905,4.699999809,4.699999809,5,5.400000095,5.300000191,4.699999809,4.400000095,4.099999905,3.900000095,4,5.099999905,5.099999905,4.520999908,4.300000191,4,3.599999905,3.400000095,3.099999905,2.799999952,2.444999933
Kazakhstan,0.899999976,1,1.110000014,7.539999962,10.97999954,12.96000004,13.01000023,13.13000011,13.46000004,12.75,10.43000031,9.329999924,8.779999733,8.399999619,8.130000114,7.789999962,7.260000229,6.630000114,6.550000191,5.769999981,5.389999866,5.289999962,5.199999809,5.059999943,4.929999828,4.960000038,4.900000095,4.885000229
Kenya,8.897000313,9.147999763,9.44299984,9.633000374,9.774999619,9.918999672,9.887000084,9.920999527,10.00399971,9.904000282,9.901000023,10.09200001,10.09899998,9.968999863,9.784000397,9.442000389,9.06499958,8.925999641,9.600000381,9.730999947,9.67800045,9.661999702,9.789999962,9.588000298,9.675000191,9.62899971,9.291999817,9.312999725
Kyrgyz Republic,1,1.100000024,3.400000095,4.699999809,5.599999905,7.300000191,7.5,8.899999619,8.399999619,7.539999962,7.840000153,12.55000019,9.920000076,8.529999733,8.109999657,8.270000458,8.100000381,8.220000267,8.409999847,8.640000343,8.529999733,8.430000305,8.329999924,8.050000191,7.559999943,7.210000038,6.889999866,7.170000076
Cambodia,2.338000059,2.328000069,2.496000051,2.571000099,2.53399992,2.503999949,2.497999907,2.536999941,2.552000046,2.450000048,1.639999986,1.628000021,1.572999954,1.562000036,1.470000029,1.279000044,1.167999983,1.151000023,1.281000018,1.376999974,1.317999959,1.279000044,1.284000039,1.231999993,1.19599998,1.131000042,1.062000036,1.047999978
Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",2.407000065,2.513000011,2.878000021,2.476000071,2.062999964,2.048000097,2.60800004,6.962999821,6.342000008,4.400000095,4,3.299999952,3.599999905,3.700000048,3.700000048,3.5,3.200000048,3.200000048,3.599999905,3.700000048,3.400000095,3.200000048,3.099999905,3.5,3.599999905,3.700000048,3.700000048,3.795000076
Kuwait,0.703000009,0.740999997,0.800000012,0.699999988,0.704999983,0.699999988,0.699999988,0.699999988,0.699999988,0.800000012,0.800000012,1.100000024,1.299999952,1.700000048,1.526000023,1.299999952,1.5,1.75,1.639999986,1.820000052,2.059000015,2.398000002,2.732000113,2.900000095,2.200000048,2.160000086,1.996999979,2.075999975
Latin America & Caribbean (excluding high income),6.009994605,5.992088217,6.052115222,6.516423175,7.82503459,8.042878153,7.924448235,8.327434949,9.165622768,9.160067699,8.691568644,9.060240032,8.907658596,8.356046701,7.89310867,7.200174794,6.822023285,6.406806639,7.470210623,6.960936246,6.466926904,6.382601336,6.320241137,6.099729781,6.643002364,7.83689241,8.139271561,8.106984095
Lao PDR,2.229000092,2.302999973,2.473999977,2.536999941,2.599999905,2.484999895,2.308000088,2.151000023,2.131999969,2.025000095,1.863000035,1.840000033,1.682999969,1.529000044,1.350000024,1.087000012,0.86500001,0.74000001,0.800000012,0.708000004,0.702000022,0.689999998,0.716000021,0.69599998,0.680000007,0.647000015,0.602999985,0.609000027
Lebanon,8.220999718,8.092000008,8.380999565,8.468999863,8.465000153,8.498999596,8.619999886,8.251999855,8.406999588,8.390999794,8.107000351,8.111000061,7.999000072,7.849999905,8.392000198,8.711000443,8.979999542,7.243999958,6.355000019,6.461999893,6.43599987,6.40899992,6.381999969,6.28000021,6.232999802,6.263000011,6.113999844,6.166999817
Liberia,2.316999912,2.328000069,2.471999884,2.493999958,2.604000092,2.628999949,2.671000004,2.671999931,2.782000065,2.772000074,2.605999947,2.654999971,2.605999947,2.526000023,2.421999931,2.226000071,2.032000065,1.963999987,2.246000051,2.266000032,2.27699995,2.263000011,2.288000107,2.207000017,2.184000015,2.150000095,2.028000116,2.032999992
Libya,19.41900063,19.57600021,19.88999939,20.09600067,20.70199966,20.57699966,20.75,21.0359993,21.13800049,20.6609993,18.77199936,18.30500031,18.53800011,18.71500015,18.45899963,18.11700058,17.38699913,16.54599953,17.19300079,17.61700058,19.56800079,19.03000069,18.30800056,17.13100052,16.09499931,16.23900032,17.12199974,17.28700066
St. Lucia,16.32900047,16.36199951,16.79999924,17,15.82999992,16.32999992,20.46999931,21.60000038,18.09000015,16.48999977,18.3220005,20.38999939,22.18000031,20.96999931,18.70000076,16,14,12.72000027,15.36999989,17.14900017,18.86000061,19.05999947,22.20999908,23.1779995,24.09000015,21.26300049,20.79000092,20.86800003
Latin America & Caribbean,6.107745393,6.072413056,6.136629566,6.599880934,7.793126553,8.073185972,7.951606276,8.330687309,9.224819944,9.186197996,8.746002312,9.095101067,8.938082775,8.412944473,7.948056326,7.267744256,6.877882741,6.501767673,7.595376366,7.03024652,6.512341215,6.405346523,6.329079557,6.131127666,6.639158677,7.784540793,8.076957929,8.056040277
Least developed countries: UN classification,4.184034405,4.153882373,4.358212692,4.387910268,4.434807866,4.392418992,4.459812198,4.427425087,4.649770817,4.719379181,4.746828882,4.912896654,5.001161434,4.931137723,4.799420528,4.458090413,4.234381756,4.130723891,4.502596848,4.303781821,4.197250005,4.115708243,4.128987668,4.003086083,4.027388283,4.034167226,3.943744757,3.942385725
Low income,3.481541662,3.48439607,3.724599456,3.812718291,3.892787291,3.900043106,3.954304916,3.985224356,4.189963963,4.205641087,4.243696099,4.335197779,4.298159686,4.184000346,4.086172042,3.944978511,3.785461002,3.790983394,4.073124136,4.175606183,4.095223899,3.963698,3.890340201,3.712274447,3.756025286,3.731849748,3.562539553,3.563510147
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,14.66100025,14.22000027,13.81000042,13.02999973,12.27000046,11.35000038,10.60000038,9.170000076,8.880000114,7.739999771,7.900000095,8.760000229,8.220000267,8.380000114,7.670000076,6.5,5.96999979,5.21999979,5.849999905,4.940000057,4.110000134,3.880000114,4.440000057,4.400000095,4.670000076,4.369999886,4.179999828,4.399000168
Lower middle income,3.258182144,3.301749717,3.589671579,3.690799333,3.878516545,4.011876127,4.112517557,4.271618737,4.469060538,4.444587059,4.481083398,4.593093137,4.644525771,4.576893883,4.560075347,4.185995293,3.935732994,3.796012879,3.924922315,3.732743285,3.791088491,3.849187054,3.990334962,3.938063904,4.132222651,4.100786888,3.959922816,3.962973029
Low & middle income,3.792241852,3.821083479,4.127174231,4.411261615,4.709267709,4.806482247,4.913844878,5.107395584,5.343346114,5.229883286,5.330571602,5.547723695,5.63497778,5.440991065,5.36112217,5.04237092,4.789968648,4.739652725,5.069284681,4.860380935,4.777442109,4.78086554,4.805853353,4.742202561,4.911376978,5.013416766,4.933228805,4.91912282
Lesotho,36.1269989,36.23899841,36.63700104,37.26599884,37.07500076,37.1269989,37.93999863,37.16699982,36.81200027,36.14699936,35.30599976,34.84400177,34.07400131,32.97299957,31.92099953,30.27099991,28.68199921,27.43000031,27.65699959,27.19400024,26.43899918,25.3029995,24.57999992,24.33200073,24.29800034,24.16500092,23.61300087,23.59600067
Late-demographic dividend,3.650180369,3.637895651,3.896971241,4.269982729,4.426603537,4.601072662,4.847585067,5.112049955,5.397065835,5.232193744,5.372529641,5.549752182,5.821446787,5.642748449,5.562069589,5.29270746,5.008201909,5.104503026,5.485672818,5.185332601,5.044240529,5.050040846,5.020217265,4.927070332,5.078285915,5.245967649,5.225126556,5.169839642
Lithuania,1.100000024,1.200000048,13.80000019,13.80000019,17.54000092,16.39999962,14.13000011,13.71100044,13.38799953,15.93099976,16.84000015,13.00800037,12.875,10.68400002,8.324999809,5.78000021,4.25,5.826000214,13.78499985,17.81399918,15.39000034,13.36499977,11.77000046,10.69799995,9.119999886,7.861999989,7.072999954,6.006999969
Luxembourg,1.481999993,2.029000044,2.329999924,3.480000019,2.917999983,3.286000013,2.52699995,2.763000011,2.390000105,2.345000029,1.804999948,2.621000051,3.674999952,5.112999916,4.487999916,4.730999947,4.065000057,5.059999943,5.122000217,4.361000061,4.901000023,5.139999866,5.84800005,5.852000237,6.669000149,6.290999889,5.521999836,5.46999979
Latvia,2.700000048,6.599999905,16.70000076,18.70000076,19,20.70000076,14.89999962,14.46399975,13.78999996,14.21100044,13.8210001,13.82900047,12.06099987,11.70800018,10.03299999,7.03000021,6.052000046,7.738999844,17.51499939,19.48200035,16.20599937,15.04699993,11.86699963,10.84599972,9.873000145,9.642999649,8.715000153,7.856999874
"Macao SAR, China",3.00999999,2.200000048,2.099999905,2.5,3.599999905,4.199999809,3.200000048,4.599999905,6.300000191,6.800000191,6.400000095,6.300000191,6,4.900000095,4.099999905,3.799999952,3.200000048,3,3.579999924,2.839999914,2.559999943,1.970000029,1.820000052,1.700000048,1.809999943,1.899999976,2,2.023000002
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,12.88899994,12.87699986,13.35499954,13.74699974,13.62899971,13.97700024,13.72799969,13.75899982,13.93999958,13.57999992,12.46000004,11.59000015,11.92000008,10.82999992,11.01000023,9.670000076,9.56000042,9.569999695,8.960000038,9.090000153,8.909999847,8.989999771,9.229999542,9.699999809,9.460000038,9.300000191,9.05300045,9.039999962
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,1.899999976,3.700000048,3.700000048,5.800000191,5.300000191,7.900000095,7.900000095,10,11.14000034,8.460000038,7.289999962,6.800000191,7.949999809,8.170000076,7.289999962,7.380000114,5.070000172,3.980000019,6.400000095,7.446000099,6.68200016,5.578000069,5.104000092,3.855999947,3.694000006,4.184999943,4.09800005,3.411000013
Madagascar,5.15899992,5.282000065,5.592000008,5.715000153,5.761000156,5.769999981,5.796999931,5.68900013,5.861000061,5.800000191,5.349999905,4.945000172,4.46999979,3.201999903,2.359999895,2.519999981,2.555999994,2.673000097,3.513000011,4.28000021,2.062999964,0.598999977,0.935000002,1.333999991,1.799999952,1.754999995,1.66900003,1.659000039
Maldives,0.714999974,0.725000024,0.768000007,0.785000026,0.790000021,0.973999977,1.16900003,1.368000031,1.715000033,1.970000029,2.137000084,2.398000002,2.64199996,2.782999992,2.874000072,3.029000044,3.016000032,3.130000114,3.734999895,4.113999844,4.390999794,4.647999763,5.031000137,5.210000038,5.677999973,6.119999886,5.829999924,6.074999809
Middle East & North Africa,11.16994114,11.45886374,12.18591174,12.21733969,12.30989053,11.43850103,11.12169948,11.36197165,11.64306189,12.09169171,12.05440192,12.26616569,11.94366075,10.82200522,11.01096106,10.09905328,9.521943931,9.13060694,9.396919559,9.54894804,10.08580113,10.27062117,9.830798246,9.84251743,9.912653025,9.945213686,9.879099853,9.824307132
Mexico,3.046999931,3.095999956,3.213999987,4.248000145,6.888000011,5.25,4.054999828,3.572999954,2.487999916,2.562999964,2.538000107,3.003000021,3.454999924,3.937000036,3.558000088,3.565999985,3.628000021,3.874000072,5.355999947,5.302999973,5.170000076,4.887000084,4.914000034,4.809000015,4.313000202,3.858999968,3.420000076,3.322000027
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,3.817317874,3.848472231,4.160260723,4.460905256,4.777822332,4.883155736,4.995625077,5.203906234,5.443323442,5.319596276,5.426904586,5.656520803,5.756483767,5.556506446,5.47980732,5.146042872,4.886086676,4.831858694,5.16752818,4.929104938,4.846910242,4.865252151,4.901791406,4.851860454,5.036546659,5.155082165,5.087599012,5.075082599
North Macedonia,34.60300064,34.70100021,35.70800018,36.20899963,35.9090004,35.95500183,36,34.5,32.40000153,32.20000076,30.52000046,31.94000053,36.68999863,37.1609993,37.25,36.02500153,34.93500137,33.76100159,32.17900085,32.02000046,31.37800026,31.01600075,28.99600029,28.03000069,26.06800079,23.72400093,22.38100052,21.55200005
Mali,3.101000071,3.122999907,3.252000093,3.204999924,3.207000017,3.338000059,3.299999952,3.986999989,4.872000217,5.53399992,6.306000233,7.278999805,8.041999817,8.75,10.01399994,10.84300041,11.71000004,10.10700035,9.395999908,8.069999695,6.900000095,7.086999893,7.300000191,6.375,7.729000092,9.729999542,9.43500042,9.569000244
Malta,6.106999874,6.269999981,6.513000011,6.52699995,6.511000156,6.455999851,6.406000137,6.34100008,6.389999866,6.323999882,7.106999874,6.90199995,7.487999916,7.316999912,6.922999859,6.797999859,6.472000122,5.977000237,6.888999939,6.847000122,6.377999783,6.308000088,6.386000156,5.803999901,5.390999794,4.702000141,4.566999912,4.583000183
Myanmar,0.996999979,1.019999981,1.113000035,1.146999955,1.154000044,1.157999992,1.167000055,1.161000013,1.218000054,1.22300005,1.202999949,1.236999989,1.207999945,1.136000037,1.065000057,0.94599998,0.837000012,0.787999988,0.908999979,0.910000026,0.894999981,0.870000005,0.838,0.792999983,0.765999973,1.175999999,1.550999999,1.56400001
Middle East & North Africa (excluding high income),11.91237109,12.05842514,12.95797417,13.12977613,13.45353384,12.4816652,12.10034982,12.38585886,12.71720451,13.24719172,13.18623424,13.35650489,12.94681217,11.64799713,11.95572122,10.96533188,10.45343513,10.18986245,10.46876805,10.74634995,11.5018775,11.82342814,11.32880057,11.40074042,11.60076912,11.67623332,11.55836551,11.49599617
Montenegro,28.56800079,28.91600037,29.70400047,29.77899933,29.91500092,29.81800079,30.09799957,30.06900024,30.39100075,30.42300034,30.12899971,30.78899956,31.04199982,30.70400047,30.30999947,24.6760006,19.39999962,17.14999962,19.09000015,19.64900017,19.67099953,19.97500038,19.49600029,17.99699974,17.54400063,17.72299957,16.07099915,15.46199989
Mongolia,5.494999886,5.452000141,5.493000031,5.639999866,5.857999802,5.913000107,5.909999847,5.921000004,6.034999847,6.073999882,5.972000122,6.199999809,6.800000191,7.288000107,7.605000019,7.028999805,7.199999809,5.565000057,5.860000134,6.548999786,4.769000053,3.904999971,4.230999947,4.797999859,4.861000061,7.235000134,6.359000206,6.320000172
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,2.357000113,2.313999891,2.51699996,2.598999977,2.487999916,2.730999947,2.700000048,2.683000088,2.594000101,2.648999929,2.892999887,2.951999903,3.13499999,3.407000065,3.414000034,3.290999889,3.194999933,3.239000082,3.730000019,3.815999985,3.733999968,3.279999971,3.233999968,3.184000015,3.426000118,3.381000042,3.173000097,3.171999931
Mauritania,11.53999996,11.54699993,12.15200043,10.77400017,12.11200047,12.22399998,12.21700001,12.25300026,12.24600029,12.05900002,11.89599991,12.48200035,12.03999996,10.95499992,10.13300037,10.63899994,10.27099991,9.711000443,10.74699974,10.59399986,10.30099964,9.864999771,9.987000465,10.21100044,10.78899956,10.37800026,10.27600002,10.30500031
Mauritius,8.887000084,9.069000244,9.369999886,9.437000275,9.590000153,9.581999779,9.380999565,9.239999771,9.293999672,9.277000427,9.138999939,8.204999924,8.359999657,8.336999893,9.524000168,9.039999962,8.475000381,7.170000076,7.256999969,7.653999805,7.447000027,7.472000122,7.322000027,7.467000008,7.409999847,6.813000202,6.751999855,6.867000103
Malawi,7.414000034,7.30700016,7.965000153,7.760000229,8.208999634,8.31400013,8.362000465,8.262999535,8.425999641,8.404000282,8.31499958,8.30700016,8.225000381,8.093999863,7.800000191,7.093999863,6.461999893,6.179999828,6.429999828,6.323999882,6.373000145,6.177000046,5.946000099,5.875999928,5.785999775,5.711999893,5.467999935,5.429999828
Malaysia,3.586999893,3.710000038,4.110000134,3.657000065,3.150000095,2.519999981,2.450000048,3.200000048,3.430000067,3,3.529999971,3.480000019,3.609999895,3.539999962,3.529999971,3.319999933,3.230000019,3.339999914,3.690000057,3.25,3.049999952,3.039999962,3.109999895,2.880000114,3.099999905,3.440000057,3.410000086,3.359999895
North America,7.161244681,7.873640865,7.350538524,6.545474632,6.030175058,5.862061588,5.403697597,4.882094828,4.552462422,4.273862098,4.980398181,5.975655043,6.154075538,5.702225496,5.257557824,4.799829366,4.770879546,5.82132597,9.15721692,9.463462554,8.793438664,7.984816985,7.342153831,6.249360614,5.45725535,5.100622468,4.57130252,4.150866524
Namibia,19.13999939,19.06900024,19.53300095,19.39999962,21.03800011,22.56200027,24.45000076,22.62199974,21.47100067,20.29999924,20.39800072,21.30800056,21.75600052,22.09000015,21.88699913,21.10499954,20.53899956,19.98900032,21.53700066,22.10000038,19.63999939,16.77099991,19.02799988,18.52099991,20.83099937,23.35199928,23.08799934,23.09499931
New Caledonia,17.98999977,18.29700089,18.74399948,18.77000046,18.74099922,18.63999939,18.2859993,17.90800095,17.73699951,17.36300087,17.00799942,16.86199951,16.65800095,16.30999947,15.56299973,14.69900036,13.88300037,13.41899967,13.97000027,14.2840004,14.33899975,14.56200027,14.71899986,14.59000015,14.32699966,14.07900047,13.79699993,13.61900043
Niger,1.271999955,1.292999983,1.429999948,1.422000051,1.450999975,1.458999991,1.43900001,1.462000012,1.498999953,1.470000029,1.470000029,1.921000004,2.39199996,2.836999893,3.099999905,2.226999998,1.55400002,1.034000039,0.86500001,0.501999974,0.319000006,0.331999987,0.323000014,0.321999997,0.298999995,0.31099999,0.284999996,0.273000002
Nigeria,3.562000036,3.562000036,3.825999975,4.015999794,3.947000027,3.950999975,3.973999977,3.992000103,4.008999825,3.953999996,4.028999805,4.110000134,4.063000202,3.980000019,3.869999886,3.665999889,3.438999891,3.424000025,3.756999969,3.769999981,3.697000027,3.693000078,3.703000069,4.436999798,5.313000202,6.236999989,6.013000011,6.026000023
Nicaragua,7.09499979,7.245999813,7.53399992,7.596000195,7.596000195,7.534999847,7.446000099,7.419000149,7.349999905,7.467999935,7.443999767,7.605999947,7.599999905,6.409999847,5.369999886,5.309999943,4.889999866,6.199999809,8.159999847,7.829999924,6.381000042,5.208000183,5.28000021,4.519000053,4.396999836,4.340000153,4.212999821,4.479000092
Netherlands,7.28399992,5.554999828,6.284999847,7.15899992,7.157000065,6.421000004,5.511000156,4.394000053,3.621999979,2.724999905,2.118999958,2.553999901,3.592999935,4.645999908,4.72300005,3.904999971,3.178999901,2.75,3.413000107,4.449999809,4.977000237,5.821000099,7.243000031,7.415999889,6.872000217,6.006000042,4.839000225,3.880000114
