Country,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Norway,5.407000065,5.909999847,5.965000153,5.348999977,6.30700016,5.035999775,4.686999798,3.736999989,3.246999979,3.457999945,3.737999916,4.021999836,4.221000195,4.256000042,4.381000042,3.398999929,2.493000031,2.549999952,3.102999926,3.520999908,3.214999914,3.122999907,3.423000097,3.483999968,4.296000004,4.678999901,4.162000179,3.91899991
Nepal,1.582999945,1.575000048,1.672000051,1.748000026,1.697000027,1.697999954,1.730999947,1.713000059,1.850000024,1.820000052,1.863000035,1.871000051,1.886999965,1.804999948,1.702000022,1.549000025,1.381999969,1.335999966,1.567999959,1.521999955,1.523000002,1.582000017,1.549999952,1.457999945,1.42900002,1.425999999,1.253000021,1.264000058
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,10.61400032,10.66699982,9.803999901,8.354000092,6.460999966,6.289999962,6.856999874,7.717999935,7.022999763,6.130000114,5.433000088,5.282000065,4.750999928,4.005000114,3.806999922,3.857000113,3.661000013,4.166999817,6.120999813,6.55700016,6.491000175,6.931000233,6.264999866,5.751999855,5.364999771,5.099999905,4.702000141,4.521999836
OECD members,6.676642841,7.198053024,7.727058881,7.796444595,7.546325591,7.392470541,7.083857484,6.954211246,6.749172406,6.323940367,6.342211521,6.890331863,7.062099699,6.963092524,6.639982376,6.070501333,5.617232166,5.947332792,8.129010998,8.328972253,7.952405564,7.940624854,7.881788406,7.358726181,6.770191405,6.323197631,5.761195108,5.315679952
Oman,4.603000164,4.785999775,5.058000088,5.073999882,5.056000233,4.994999886,4.93900013,4.867000103,4.921000004,4.847000122,4.782000065,4.849999905,4.880000114,4.81400013,4.650000095,4.393000126,4.152999878,4.142000198,4.698999882,4.65899992,4.433000088,4.321000099,4.164000034,3.848999977,3.542000055,3.266000032,3.137000084,3.112999916
Other small states,11.53728648,12.12394871,12.99106491,13.42601311,13.85978118,14.02691859,14.35002006,13.99067013,14.0496218,13.71858232,13.64056987,13.52568273,13.75488357,13.20964589,12.62670957,11.53092021,10.60760912,10.03909171,10.98274217,11.24849145,10.76082076,10.42993172,10.64267703,10.35494482,10.25948853,10.2319412,9.877511013,9.756865627
Pakistan,0.579999983,0.598999977,0.638999999,0.680000007,0.703999996,0.709999979,0.708000004,0.708999991,0.762000024,0.740999997,0.720000029,0.751999974,0.745999992,0.714999974,0.666000009,0.582000017,0.398000002,0.423000008,0.535000026,0.652999997,0.796000004,1.674999952,2.953999996,1.827000022,3.565999985,3.440000057,3.180999994,3.038000107
Panama,3.913000107,3.842999935,3.907999992,3.97300005,3.961999893,4.054999828,4.112999916,4.065000057,4.171999931,4.205999851,4.377999783,4.551000118,4.413000107,4.347000122,4.222000122,3.934999943,3.430000067,3.201999903,3.757999897,3.713000059,2.311000109,2.391000032,2.299999952,2.72300005,3.002000093,3.315000057,3.900000095,3.921999931
Peru,5.204999924,5.244999886,5.473999977,5.513999939,5.46600008,5.519999981,5.527999878,5.478000164,5.697999954,5.701000214,5.671000004,5.798999786,4.788000107,4.901000023,4.860000134,4.260000229,4.188000202,4.05700016,3.900000095,3.477999926,3.441999912,3.108999968,3.236999989,2.961999893,3,3.535000086,3.460000038,2.844000101
Philippines,3.246000051,3.290999889,3.424000025,3.506000042,3.579999924,3.566999912,3.551000118,3.608999968,3.848999977,3.83100009,3.697999954,3.617000103,3.52699995,3.552999973,3.795000076,4.052000046,3.434000015,3.720000029,3.85800004,3.605000019,3.592000008,3.503999949,3.496999979,3.599999905,3.026000023,2.707999945,2.552000046,2.515000105
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,2.697999954,2.664000034,2.845000029,2.881000042,2.91899991,2.963000059,3.003000021,2.993000031,3.035000086,2.920000076,2.845999956,2.878000021,2.743999958,2.552000046,2.378000021,2.111000061,1.907999992,1.764000058,2.046999931,2.002000093,2.619999886,2.660000086,2.710999966,2.637000084,2.575999975,2.480999947,2.351999998,2.367000103
Poland,13.05599976,13.31900024,13.99800014,14.44400024,13.3380003,12.35400009,10.96399975,9.93500042,12.28999996,16.31299973,18.37299919,19.89500046,19.37000084,19.07299995,17.74600029,13.84000015,9.602000237,7.118000031,8.166999817,9.637000084,9.631999969,10.0880003,10.32600021,8.989999771,7.500999928,6.160999775,4.887000084,3.673000097
Pre-demographic dividend,5.841389845,5.761297863,6.004645544,6.0204531,6.010147543,5.960364507,5.972831245,5.900382711,6.088668294,6.133227584,6.162696985,6.290216475,6.297768932,6.182878439,5.974245185,5.632091915,5.229442906,5.039590304,5.377071077,5.481563748,5.269580185,5.095615033,4.953395169,4.930385752,5.124337346,5.279505144,5.093596963,5.110722387
Puerto Rico,16.18000031,16.93000031,16.90999985,14.60000038,13.93000031,13.64000034,13.80000019,13.46000004,11.81000042,10.07999992,11.39999962,11.93999958,11.77999973,10.31000042,11.35000038,11.01000023,10.93000031,11.47999954,15,16.10000038,15.69999981,14.5,14.30000019,13.89999962,12,11.80000019,10.80000019,11.44400024
"Korea, Dem. People’s Rep.",3.58100009,3.628999949,3.891000032,3.997999907,4.127999783,4.157999992,4.245999813,4.203999996,4.308000088,4.254000187,4.197999954,4.271999836,4.157999992,4.078999996,3.917999983,3.663000107,3.381000042,3.278000116,3.637000084,3.654000044,3.66899991,3.637000084,3.671999931,3.582999945,3.54399991,3.447000027,3.286999941,3.302999973
Portugal,3.91899991,3.984999895,5.300000191,6.712999821,7.06400013,7.297999859,6.571000099,4.65199995,4.578000069,3.809000015,3.828000069,4.497000217,6.131999969,6.316999912,7.581999779,7.646999836,7.964000225,7.552000046,9.43200016,10.77000046,12.67700005,15.52700043,16.18300056,13.89400005,12.44400024,11.06599998,8.866999626,6.860000134
Paraguay,8.579999924,8.701999664,9.093999863,9.059000015,9.248000145,9.234999657,9.291999817,9.380000114,9.637999535,9.704000473,9.652999878,9.392999649,6.81400013,6.513000011,4.824999809,5.276000023,4.712999821,4.414999962,5.460000038,4.568999767,4.669000149,4.085000038,4.385000229,5.03399992,4.556000233,5.255000114,4.614999771,4.711999893
West Bank and Gaza,13.84200001,13.89400005,14.22000027,14.19900036,14.38099957,14.24699974,14.19400024,13.92399979,13.8039999,13.5340004,25.29800034,31.22200012,25.47999954,26.7859993,23.51499939,23.74099922,21.71800041,26.61199951,24.54800034,23.73399925,20.93600082,22.97299957,23.39699936,26.94599915,25.82099915,26.88999939,27.44400024,30.18199921
Pacific island small states,3.334632464,3.476045181,3.616893754,3.755220956,3.817702512,3.832443483,3.821664232,3.749223947,3.975836511,3.990612553,4.022161654,4.108721972,4.071176482,3.924188959,3.700739581,3.483980952,3.318332094,3.195429675,3.609657499,3.656071268,3.774863027,4.040029344,3.94050046,4.004741393,3.917745248,3.801533372,3.605970752,3.604097831
Post-demographic dividend,6.325003439,6.895921804,7.468396211,7.509345475,7.401272499,7.568029064,7.360958089,7.384094056,7.113753838,6.542786269,6.382926447,6.777329211,6.865571959,6.667448375,6.342700661,5.920338067,5.51379108,5.851893661,8.011422337,8.299253629,8.019702182,8.072290581,7.983613272,7.460943214,6.870217576,6.407580288,5.835270456,5.35557904
French Polynesia,11.42000008,11.63700008,11.95499992,11.97399998,11.95300007,11.88099957,11.81599998,11.73099995,11.79399967,11.70699978,11.63000011,11.71000004,11.95300007,12.08100033,12.07299995,11.91100025,11.73999977,11.72200012,12.85200024,13.09700012,13.04500008,13.18299961,13.24499989,12.98499966,12.68999958,12.4119997,12.09700012,12.01599979
Qatar,1.324000001,1.460000038,1.687999964,1.702000022,1.68599999,1.631999969,1.583999991,1.524000049,1.569000006,1.508000016,1.455000043,1.50999999,1.534000039,1.480000019,1.205000043,0.870000005,0.519999981,0.310000002,0.310000002,0.449999988,0.560000002,0.479999989,0.270000011,0.189999998,0.159999996,0.140000001,0.140000001,0.142000005
Romania,8.18900013,8.260000229,8.401000023,8.170000076,8.010000229,6.739999771,5.513999939,5.629000187,6.236999989,6.967000008,6.558000088,8.109999657,6.949999809,7.718999863,7.173999786,7.269000053,6.413000107,5.787000179,6.859000206,6.959000111,7.177000046,6.794000149,7.096000195,6.802000046,6.811999798,5.901000023,4.927000046,4.295000076
Russian Federation,5.070000172,5.181000233,5.882999897,8.130999565,9.449000359,9.664999962,11.81299973,13.26099968,13.03600025,10.58100033,8.977999687,7.875,8.210000038,7.763000011,7.124000072,7.054999828,6.001999855,6.204999924,8.300999641,7.368999958,6.535999775,5.43599987,5.458000183,5.159999847,5.571000099,5.559000015,5.211999893,4.743999958
Rwanda,0.300000012,0.333999991,0.400999993,0.474000007,0.526000023,0.560000002,0.616999984,0.65200001,0.723999977,0.776000023,0.80400002,0.889999986,0.948000014,0.963,0.949000001,0.860000014,0.750999987,0.699000001,0.962000012,1.059999943,1.093000054,1.105999947,1.154000044,1.16900003,1.098999977,1.034999967,0.953999996,0.971000016
South Asia,2.412093697,2.439244794,2.581747841,2.592820932,2.596377296,2.622988069,2.595474302,2.620721239,2.698542868,2.677921085,2.808350326,3.002934457,3.121461342,3.043859868,3.02295714,2.651289964,2.366703521,2.288565574,2.552166681,2.368483577,2.452511967,2.689762074,2.962369506,2.798305533,2.9925659,2.929175636,2.773211933,2.750177864
Saudi Arabia,6.994999886,7.199999809,7.017000198,6.56099987,6.090000153,5.600999832,5.140999794,4.691999912,4.349999905,4.570000172,4.619999886,5.269999981,5.559999943,5.820000172,6.050000191,6.25,5.730000019,5.079999924,5.380000114,5.550000191,5.769999981,5.519999981,5.570000172,5.71999979,5.590000153,5.650000095,5.889999866,5.919000149
Sudan,15.79699993,15.42800045,16.03800011,16.06100082,16.25499916,16.66300011,16.55699921,16.4279995,16.71199989,16.93499947,16.62100029,16.48600006,16.61400032,16.3390007,16.05699921,15.26099968,14.89500046,14.80000019,13,13.35200024,13.04199982,13.17800045,13.26099968,13.20899963,13.15499973,13.00899982,12.77299976,12.8760004
Senegal,5.370999813,5.407000065,5.609000206,5.609000206,5.657999992,5.68599987,5.65899992,5.649000168,5.703000069,5.603000164,5.607999802,5.650000095,6.776000023,7.958000183,9.088000298,10.02999973,9.498999596,9.315999985,10.36299992,10.54100037,10.35999966,9.31400013,8.512999535,7.630000114,6.756999969,6.612999916,6.436999798,6.464000225
Singapore,2.180000067,3.089999914,3.069999933,3.029999971,3.299999952,3.569999933,2.5,3.410000086,4.849999905,3.700000048,3.75999999,5.650000095,5.929999828,5.840000153,5.590000153,4.480000019,3.900000095,3.960000038,5.860000134,4.119999886,3.890000105,3.720000029,3.859999895,3.74000001,3.789999962,4.079999924,3.907000065,3.767999887
Solomon Islands,2.184999943,2.285000086,2.414000034,2.490999937,2.503999949,2.46600008,2.471999884,2.457999945,2.53399992,2.484999895,2.482000113,2.594000101,2.517999887,2.484999895,2.335999966,2.075000048,1.853999972,1.786000013,2.019999981,1.726999998,1.898000002,2.085000038,2.040999889,2.096999884,2.013000011,1.930999994,1.771000028,1.789999962
Sierra Leone,3.181999922,3.213999987,3.461999893,3.490999937,3.529999971,3.497999907,3.563999891,3.556999922,3.645999908,3.615999937,3.522000074,3.569000006,3.503000021,3.420000076,3.461999893,3.438999891,3.417000055,3.505000114,4.032999992,3.790999889,3.74000001,4.107999802,4.545000076,4.677999973,4.75,4.710000038,4.324999809,4.313000202
El Salvador,7.53000021,7.880000114,9.93999958,7.679999828,7.650000095,7.679999828,7.980000019,7.099999905,6.679999828,6.960000038,6.960000038,5.730000019,6.260000229,6.050000191,7.21999979,6.570000172,6.409999847,5.880000114,7.329999924,4.893000126,4.302000046,3.845999956,3.693000078,4.163000107,4,4.418000221,4.385000229,4.389999866
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,14.32999992,14.34200001,14.80200005,14.90799999,15.12899971,15.09799957,15.18500042,15.08100033,15.32199955,15.25899982,15.18200016,15.33600044,15.20199966,15.09399986,14.86400032,14.39900017,13.81900024,13.68799973,14.46199989,14.56799984,14.61800003,14.55200005,14.63099957,14.46500015,14.4119997,14.25899982,13.91300011,13.95600033
Serbia,12.86999989,12.97799969,13.31900024,13.40299988,13.39999962,13.19999981,13.80000019,13.69999981,13.69999981,12.60000038,12.80000019,13.80000019,15.19999981,18.5,20.85000038,20.85000038,18.05999947,13.70499992,16.1420002,19.21800041,22.9659996,24,22.15399933,19.22299957,17.92099953,15.25699997,13.47700024,13.51000023
Sub-Saharan Africa (excluding high income),6.990807096,7.005575751,7.307409234,7.370336645,7.43353942,7.448300634,7.514686665,7.440689412,7.679686635,7.67363658,7.663741468,7.869394317,7.692965591,7.292663901,7.086872514,6.71837393,6.258844239,5.848566461,6.190139104,6.322813872,6.160723203,6.024351271,5.92510416,5.896349449,6.073459597,6.249681866,6.120978037,6.096123758
South Sudan,12.70899963,12.80200005,13.21500015,13.35200024,13.49199963,13.48600006,13.54100037,13.46399975,13.65200043,13.59500027,13.5369997,13.68599987,13.59300041,13.43599987,13.20499992,12.74199963,12.31700039,12.14999962,13.11100006,13.14099979,12.96899986,12.67199993,12.86600018,12.44200039,12.8380003,12.57600021,12.63899994,12.6960001
Sub-Saharan Africa,6.990807096,7.005575751,7.307409234,7.370336645,7.43353942,7.448300634,7.514686665,7.440689412,7.679686635,7.67363658,7.663741468,7.869394317,7.692965591,7.292663901,7.086872514,6.71837393,6.258844239,5.848566461,6.190139104,6.322813872,6.160723203,6.024351271,5.92510416,5.896349449,6.073459597,6.249681866,6.120978037,6.096123758
Small states,11.46467955,11.90105087,12.61009018,12.77163082,13.01431297,13.08050569,13.31665065,12.92023672,12.9970274,12.68076618,12.54460602,12.43758205,12.38590003,11.91167693,11.43513931,10.47034784,9.697949082,9.344788916,10.36015839,10.68852052,10.38138782,10.29252765,10.54012459,10.17769674,10.05783159,9.99930464,9.589940519,9.314387119
Sao Tome and Principe,13.40299988,13.47999954,13.84799957,13.97299957,14.06499958,14.13799953,14.2510004,14.21399975,14.40799999,14.39999962,15.72999954,17.62999916,16.36000061,16.12000084,16.46999931,16.64999962,15.28100014,13.99199963,14.69299984,13.73999977,13.72299957,13.59000015,13.92700005,13.88599968,13.60499954,13.56999969,13.13899994,13.31900024
Suriname,16.97299957,17.28000069,15.64000034,12.69999981,8.390000343,10.88000011,10.56000042,10.63000011,13.60000038,12.88000011,11.91399956,11.07499981,10.39999962,9.489999771,9.340000153,9.232999802,8.267000198,8.048000336,8.720000267,7.150000095,7.539999962,8.100000381,6.599999905,6.940000057,7.21999979,7.289000034,7.598999977,7.631000042
Slovak Republic,11.68299961,11.89299965,12.19999981,13.65400028,13.10900021,11.3409996,11.89400005,12.18700027,15.94699955,19.06200027,19.38199997,18.72100067,17.12000084,18.59900093,16.25600052,13.37300014,11.14299965,9.508000374,12.02499962,14.37899971,13.61699963,13.9630003,14.22000027,13.18400002,11.48099995,9.670000076,8.130999565,6.756000042
Slovenia,7.079999924,7.736000061,8.510000229,8.239999771,7.150000095,6.907999992,6.646999836,7.388999939,7.323999882,6.918000221,5.68200016,5.921999931,6.479000092,6.012000084,6.506000042,5.949999809,4.81799984,4.370999813,5.856999874,7.236000061,8.166000366,8.840000153,10.10200024,9.668000221,8.961999893,8,6.56400013,5.510000229
Sweden,3.243000031,5.722000122,9.329999924,9.579999924,8.897000313,9.546999931,10.35900021,8.940999985,7.606999874,5.46600008,4.730000019,4.965000153,5.554999828,6.69299984,7.486000061,7.065999985,6.160999775,6.235000134,8.350999832,8.609999657,7.803999901,7.975999832,8.052000046,7.953000069,7.43200016,6.989999771,6.717999935,6.443999767
Eswatini,20.35199928,20.49099922,21.02099991,21.28800011,21.64999962,22.08600044,22.5,22.46199989,23.96999931,24.9090004,25.44199944,26.50699997,27.32799911,27.69099998,28.24699974,28.28300095,28.23999977,27.29599953,27.75399971,27.30900002,26.6760006,25.98399925,25.41300011,24.49500084,23.64299965,22.71800041,22.34000015,22.47699928
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syrian Arab Republic,6.75,7.059999943,7.400000095,7.5,7.199999809,7.245999813,7.339000225,7.447999954,7.599999905,9.539999962,11.63000011,11.68000031,10.27999973,9.831999779,9.112999916,8.170000076,8.420000076,10.92000008,8.140000343,8.609999657,8.62899971,8.670000076,8.673000336,8.449000359,8.392000198,8.253000259,8.031000137,8.119999886
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,0.601999998,0.621999979,0.699999988,0.714999974,0.832000017,0.916999996,1.004999995,1.105999947,1.225999951,1.27699995,1.174000025,1.047000051,1.161999941,1.468999982,1.488000035,1.355000019,1.269999981,1.286000013,1.611999989,1.618999958,1.763000011,1.777999997,2.114000082,2.052999973,2.171999931,2.417000055,2.198999882,2.229000092
East Asia & Pacific (IDA & IBRD countries),2.408352445,2.378217801,2.676444066,2.859061583,2.95824249,3.062373411,3.198127422,3.352556043,3.512999793,3.46083867,3.854685929,4.14204004,4.436173159,4.417864595,4.477456077,4.35997742,4.315806292,4.472939907,4.408010128,4.153310421,4.090645786,4.079962979,4.071900562,4.041023576,4.100880575,4.011452093,3.927338397,3.948482043
Europe & Central Asia (IDA & IBRD countries),5.974186407,6.248776501,6.994084967,8.452758761,9.503751004,10.09681363,10.75639999,11.61496463,12.01954726,11.24955973,10.83575386,10.69339842,10.42336256,10.12857695,9.445295124,8.625522046,7.514895696,7.28326591,8.925464006,8.544146711,8.013918809,7.53759018,7.59249411,7.644531727,7.617339428,7.437278588,7.053763538,6.764960564
Togo,1.843999982,1.902999997,2.181999922,2.186000109,2.183000088,2.15899992,2.23300004,2.183000088,2.385999918,2.101999998,2.08100009,2.109999895,2.092999935,1.998999953,1.978999972,1.848999977,1.675999999,1.646000028,1.889000058,1.934000015,1.863000035,1.898000002,1.812000036,1.786000013,1.692000031,1.654000044,1.657999992,1.667999983
Thailand,2.630000114,1.350000024,1.49000001,1.350000024,1.100000024,1.070000052,0.870000005,3.400000095,2.970000029,2.390000105,2.599999905,1.820000052,1.539999962,1.50999999,1.350000024,1.220000029,1.179999948,1.179999948,1.039000034,0.621999979,0.660000026,0.579999983,0.488999993,0.575999975,0.597000003,0.688000023,0.632000029,0.665000021
Tajikistan,1.899999976,2.099999905,6.199999809,8.800000191,10.30000019,13.39999962,13.89999962,16.5,15.39999962,14.61200047,14.27499962,14.15999985,13.8760004,13.4119997,12.98099995,11.86299992,11.02799988,10.89000034,11.5,11.63399982,11.57199955,11.70300007,11.82199955,11.64900017,11.35000038,10.98900032,10.73799992,10.92199993
Turkmenistan,1.399999976,1.5,1.5,4.699999809,8.300000191,10.30000019,11,12.19999981,12.69999981,11.78100014,10.75399971,9.991999626,9.145000458,8.215000153,7.361000061,6.353000164,5.383999825,4.506999969,4.385000229,4,3.976000071,3.959000111,3.977999926,3.895999908,3.839999914,3.799000025,3.694999933,3.782999992
Latin America & the Caribbean (IDA & IBRD countries),5.982450235,5.935697898,5.991414282,6.486957855,7.730006601,8.038584096,7.924783239,8.339780993,9.271427367,9.260369425,8.826440478,9.194437264,9.050920994,8.528564518,8.043567956,7.349787738,6.954348751,6.569012296,7.66685863,7.064312589,6.522478176,6.41378488,6.338547574,6.150531403,6.685650993,7.858384294,8.161817021,8.137898426
Timor-Leste,3.25999999,3.315999985,3.506999969,3.58100009,3.607000113,3.631999969,3.661999941,3.763000011,3.924000025,3.970999956,4.063000202,4.172999859,4.290999889,3.84800005,3.601000071,3.28399992,3.102999926,2.963999987,3.180000067,3.301000118,3.200999975,3.249000072,3.325999975,3.288000107,3.342999935,2.979000092,2.963000059,2.999000072
Middle East & North Africa (IDA & IBRD countries),11.89878509,12.04528859,12.94881049,13.1219391,13.44660739,12.46809636,12.08382234,12.37358734,12.70855263,13.24488626,13.09595619,13.22510588,12.84971588,11.53064155,11.86523331,10.86214983,10.36004788,10.05125431,10.34787712,10.63447914,11.41528755,11.71768328,11.21257841,11.23942459,11.45074492,11.5148312,11.38946765,11.2935067
Tonga,1.197000027,1.187000036,1.299999952,1.547000051,1.837000012,2.131000042,2.489000082,2.875,3.433000088,3.796000004,4.186999798,4.736000061,5.179999828,3.492000103,2.138999939,1.090000033,0.987999976,0.957000017,1.125,1.146000028,1.133999944,1.113000035,1.13499999,1.110000014,1.080000043,1.054999948,1.003000021,1.02699995
South Asia (IDA & IBRD),2.412093697,2.439244794,2.581747841,2.592820932,2.596377296,2.622988069,2.595474302,2.620721239,2.698542868,2.677921085,2.808350326,3.002934457,3.121461342,3.043859868,3.02295714,2.651289964,2.366703521,2.288565574,2.552166681,2.368483577,2.452511967,2.689762074,2.962369506,2.798305533,2.9925659,2.929175636,2.773211933,2.750177864
Sub-Saharan Africa (IDA & IBRD countries),6.990807096,7.005575751,7.307409234,7.370336645,7.43353942,7.448300634,7.514686665,7.440689412,7.679686635,7.67363658,7.663741468,7.869394317,7.692965591,7.292663901,7.086872514,6.71837393,6.258844239,5.848566461,6.190139104,6.322813872,6.160723203,6.024351271,5.92510416,5.896349449,6.073459597,6.249681866,6.120978037,6.096123758
Trinidad and Tobago,3.438999891,3.572000027,3.773000002,3.785000086,3.772000074,3.724999905,3.684000015,3.630000114,3.670000076,3.61500001,3.566999912,3.617000103,3.638000011,3.589999914,3.469000101,3.28399992,3.11500001,3.107000113,3.648000002,3.775000095,3.247999907,3.453000069,2.460000038,2.223999977,2.210999966,2.971999884,2.816999912,2.829999924
Tunisia,15.07400036,15.15100002,15.47999954,15.81799984,15.88000011,16.02000046,15.93999958,15.43299961,15.21000004,14.93999958,14.39999962,14.55000019,14.51000023,14.22999954,12.87199974,12.51000023,12.36499977,12.44400024,13.29100037,13.04899979,18.33399963,17.62999916,15.93400002,15.05799961,15.21800041,15.51399994,15.37899971,15.47799969
Turkey,8.210000038,8.508999825,8.961999893,8.576999664,7.644000053,6.629000187,6.84100008,6.888000011,7.686999798,6.494999886,8.380999565,10.3579998,10.54199982,10.8380003,10.63599968,8.718000412,8.868000031,9.710000038,12.55200005,10.65999985,8.795999527,8.149000168,8.732000351,9.880000114,10.23600006,10.83899975,10.81900024,10.89500046
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,3.599999905,3.450999975,3.595999956,3.558000088,3.611999989,3.58100009,3.48300004,3.257999897,3.308000088,3.155999899,2.993999958,3.246999979,3.358999968,3.437999964,3.46600008,3.299000025,2.693000078,2.35800004,2.5,3.035000086,3.470000029,3.24000001,2.930000067,2.125,2.122999907,2.095000029,1.93900001,1.932000041
Uganda,0.939999998,0.920000017,1.16900003,1.424000025,1.636000037,1.827999949,2.098999977,2.354000092,2.707000017,2.832999945,3.155999899,3.5,3.599999905,2.644999981,1.899999976,2.122999907,2.256000042,2.661999941,3.599999905,3.680000067,3.595000029,3.551000118,1.909999967,1.888000011,1.870000005,1.792000055,1.697999954,1.741999984
Ukraine,1.899999976,1.899999976,2,2,5.619999886,7.650000095,8.930000305,11.31999969,11.86400032,11.70699978,11.06099987,10.13599968,9.05700016,8.590000153,7.179999828,6.809999943,6.349999905,6.360000134,8.840000153,8.100000381,7.860000134,7.53000021,7.170000076,9.270000458,9.140000343,9.350000381,9.510000229,9.380999565
Upper middle income,4.198344386,4.224627264,4.556820238,5.001876646,5.414843978,5.504953896,5.631133763,5.882274555,6.158139519,5.967034938,6.134427817,6.458674847,6.605401725,6.312196094,6.195617033,5.896122014,5.634906618,5.652551072,6.157953054,5.893071851,5.70164607,5.690786034,5.652736121,5.615199911,5.799849749,6.054581275,6.061632571,6.049054454
Uruguay,12.64000034,12.93799973,13.37699986,13.40200043,13.3739996,13.27400017,13.18400002,13.06700039,13.15499973,13.03499985,12.9289999,13.03899956,13.08600044,12.97900009,12.00899982,10.84399986,9.402999878,8.024999619,7.739999771,7.157999992,6.30700016,6.451000214,6.443999767,6.546999931,7.487999916,7.84100008,7.889999866,7.960999966
United States,6.800000191,7.5,6.900000095,6.118999958,5.650000095,5.451000214,5,4.510000229,4.218999863,3.992000103,4.730999947,5.782999992,5.988999844,5.528999805,5.083000183,4.623000145,4.622000217,5.78399992,9.25399971,9.633000374,8.949000359,8.069000244,7.375,6.168000221,5.28000021,4.868999958,4.355000019,3.933000088
Uzbekistan,1.899999976,2.900000095,4.900000095,7.300000191,7.800000191,10.69999981,10.89999962,13.30000019,13.30000019,12.11900043,11.00399971,10.20699978,9.220999718,8.057999611,6.927000046,5.849999905,4.989999771,4.889999866,5.039999962,5.360000134,4.960000038,4.869999886,4.860000134,5.090000153,5.150000095,5.159999847,4.972000122,5.22300005
St. Vincent and the Grenadines,19.77000046,19.54500008,20.26600075,20.80400085,20.3560009,20.85899925,20.6779995,20.59799957,21.0909996,21.13100052,21.10000038,20.86100006,20.55999947,20.4109993,20.15699959,19.27400017,18.79400063,18.79999924,19.75200081,19.91600037,19.79100037,19.71999931,19.69099998,19.68700027,20.1989994,20.06500053,19.7310009,19.76099968
"Venezuela, RB",9.449999809,7.690000057,6.599999905,8.56000042,10.23999977,11.77000046,11.15999985,11.14999962,14.52999973,13.98999977,13.03999996,16.17000008,16.78000069,15.06999969,10.66300011,8.605999947,7.278999805,6.244999886,8.050000191,8.449999809,6.90199995,6.600999832,7.539999962,6.949999809,6.820000172,7.460000038,7.421999931,8.364999771
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),8.720000267,8.928999901,9.237000465,9.25399971,9.234999657,9.164999962,9.102000237,9.020000458,9.081999779,8.998000145,8.923999786,9.001000404,9.034000397,8.960000038,8.772000313,8.472000122,8.187999725,8.173999786,9.050000191,9.241999626,9.201000214,9.309000015,9.357999802,9.154000282,8.923000336,8.706000328,8.461999893,8.409999847
Vietnam,1.962000012,1.963999987,1.881000042,1.932999969,1.942999959,1.929999948,2.869999886,2.289999962,2.329999924,2.25999999,2.75999999,2.119999886,2.25,2.140000105,2.224999905,2.174000025,2.026000023,2.380000114,1.736999989,1.113999963,0.999000013,1.02699995,1.251999974,1.256000042,1.858999968,1.850999951,1.886000037,1.891000032
Vanuatu,5.994999886,6.079999924,6.355999947,6.452000141,6.502999783,6.53000021,6.559000015,6.537000179,6.665999889,6.578000069,6.577000141,6.676000118,6.664999962,6.357999802,6.186999798,5.781000137,5.373000145,5.058000088,5.460000038,5.636000156,5.888000011,6.051000118,5.991000175,5.869999886,5.526000023,5.693999767,5.422999859,5.40899992
World,4.397480334,4.526258396,4.871007626,5.093310747,5.245273701,5.319635395,5.353404937,5.489244177,5.648042626,5.476372243,5.551243896,5.820243191,5.915685182,5.724406338,5.599377441,5.238616836,4.936556173,4.944230307,5.598770149,5.474486049,5.34319986,5.351460429,5.352922687,5.189820071,5.216667303,5.215800543,5.050055798,4.953513481
Samoa,2.099999905,2.354000092,2.684999943,2.964999914,3.217999935,3.496000051,3.776000023,4.004000187,4.43200016,4.71600008,4.960000038,5.112999916,5.151000023,5.137000084,5.139999866,4.958000183,4.750999928,4.769000053,5.34499979,5.524000168,5.679999828,8.751999855,8.795999527,8.720000267,8.616000175,8.605999947,8.324000359,8.324999809
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",8.041999817,7.980999947,8.269000053,8.340000153,8.786000252,9.19699955,9.762999535,10.63599968,11.46000004,11.44099998,11.5909996,11.92300034,11.91399956,11.86699963,11.79899979,11.60599995,11.3380003,11.34300041,12.51299953,12.90499973,13.05799961,13.25199986,13.50699997,13.46700001,14.02299976,13.52400017,13.17500019,12.93400002
